Програма/проєкт,Період,"""Громада з нуля""","""Навчання з надання послуг і управління інфраструктурою на місцевому рівні""","""Навчання загального управлінського характеру""",Кількість учасників навчання (осіб),Цільові групи учасників навчання ,"Кількість тергромад, для яких було проведене навчання",Назва навчання
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,6,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки: план дій по проведенню першої сесії Токмацької міської ради та перші кроки після оголошення результатів виборів. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",1,Перші кроки. Затвердження старост в Новоушицькій громаді - ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,47,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",1,Тренінг Інструменти електронної демократії для учасників проєкту Розвиток фронт-офісів комітетів самоорганізації населення. Онлайн.
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки громад після перших виборів. Створення місцевого фінансового органу (для Мліївської громади). ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки громад після перших виборів. Створення місцевого фінансового органу (для Зорівської громади). ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки. Забезпечення виконання бюджетів до кінця бюджетного періоду та підготовка проєкту бюджету на 2021 рік. Михайлівська, Мачухівська, Сенчанська територіальні громади – ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки громад після перших виборів. Створення місцевого фінансового органу (для Ротмістрівської громади). ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: проходження служби в ОМС (Лозно-Олександрівська, Красноріченська громади). ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Підготовка проєкту рішення про місцевий бюджет: Савинська громада. ОНЛАЙН 
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки Люботинської громади. Кадрові питання ОНЛАЙН 
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Створення фінансового органу для ефективного управління бюджетними коштами в Садівській громаді. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки: підготовка проєкту рішення про місцевий бюджет: Південноміська громада. ОНЛАЙН 
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,4,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки Біляївської громади. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Формування спроможної освітньої мережі в Синівській громаді. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління бюджетами і фінансами,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Створення фінансового органу для ефективного управління бюджетними коштами в Ворожбянській громаді. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Реорганізація, юридичні та фінансові питання: перші кроки Великописарівської громади після виборів. ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Реорганізація, юридичні та фінансові питання: перші кроки Ямпільської громади після виборів. ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Реорганізація, юридичні та фінансові питання: перші кроки Свеської громади після виборів. ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Робота територіальних громад у формі ВЦА. Реорганізація, формування структури, питання власності (громади Луганської та Донецької областей). ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Реорганізація, юридичні та фінансові питання: перші кроки Хмелівської громади після виборів. ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Юридичні та фінансові питання: перші кроки Роменської громади після виборів. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Реорганізація, юридичні та фінансові питання: перші кроки Глухівської громади після виборів. ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,4,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Підготовка проєкту рішення про місцевий бюджет: Наталинська громада. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки: особливості реорганізації місцевих рад шляхом приєднання до Кіндрашівської громади. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки після виборів. Формування проєкту місцевого бюджету на 2021 рік та юридичні питання (для Лисянської громади). ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,5,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки: алгоритм дій Кіндрашівської громади при інвентаризації активів і зобов’язань. ОНЛАЙН 
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки після виборів. Забезпечення виконання бюджетів до кінця бюджетного періоду та юридичні питання (для Чигиринської громади). ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: кадрові та майнові  питання(Гродівка, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: бюджетні питання (Комар, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,5,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки: організаційно-кадрові та фінансові питання для Святовасилівської громади. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: кадрові та майнові питання(Новодонецьке, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: бюджетні питання (Хлібодарівка, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",1,"Перші кроки: бюджетні питання (Часів Яр, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: кадрові та майнові питання(Велика Новосілка, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,16,"Голови органів місцевого самоврядування та їх заступники, депутати місцевих рад",9,Можливості для розвитку громад: безпека та агросільрозвиток. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: кадрові та майнові питання(Добропілля, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,7,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки: алгоритм першочергових дій новоствореної Синевирської територіальної громади - ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки: алгоритм першочергових дій новоствореної Горінчівської територіальної громади - ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки: алгоритм першочергових дій новоствореної Пийтерфолвівської територіальної громади - ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки. Особливості реорганізації місцевих рад Неліпинської територіальної громади - ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки. Особливості реорганізації місцевих рад Виноградівської територіальної громади - ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки. Особливості реорганізації місцевих рад Чинадіївської територіальної громади - ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,4,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки. Особливості реорганізації місцевих рад Ставненської територіальної громади - ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки: алгоритм першочергових дій новоствореної Вилоцької територіальної громади - ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління бюджетами і фінансами,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Відкриті дані. Додаткові можливості для аналізу місцевих бюджетів та оцінки ефективності (для Горохівської, Цуманської, Затурцівської громади). Онлайн"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: процес реорганізації та кадрові питання для Городищенської сільської, Колківської, Турійської та Луківської селищних територіальних громад. Онлайн

"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: процес реорганізації та кадрові питання для Нововолинської, Володимир-Волинської та Ковельської міських територіальних громад. Онлайн

"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,8,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Перші кроки. Правові механізми формування структури та створення виконавчих органів Краснопільської сільської ради.
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,2,"Голови органів місцевого самоврядування та їх заступники, депутати місцевих рад",2,Порядок та особливості обчислення відпусток посадових осіб місцевого самоврядування (Веселівська громада). ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,4,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",1,Онлайн: Перші кроки. Практичні питання з організації діяльності міської ради на території сіл в Острозькій громаді
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,5,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Онлайн: Перші кроки. Практичні питання з проведення першої сесії сільської ради та підготовки бюджету Малолюбашанської громади за умови відсутності голови 
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,1,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,Розробка регламенту ради для Великоберезнянської територіальної громади – ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",1,Перші кроки. Особливості проходження служби в ОМС у Ржищівській громаді. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",1,Перші кроки. Особливості призначення старост у Миронівській громаді. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",1,Перші кроки. Планування проєкту місцевого бюджету на 2021 рік у Студениківській громаді. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",1,Перші кроки. Правові наслідки припинення повноважень посадових осіб ОМС у Боярській громаді.Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",1,Перші кроки.Особливості проходження служби в ОМС у Боярській громаді. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,1,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",1,"Перші кроки: бюджетні питання (Бобриця Чекаської області, ОНЛАЙН)"
